Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied Move,Actual Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,EtfHoldingsList,MarketCap
ENV,Envestnet,52.32,0.0159,680528,112.0,11/8/2023,0.0841,-0.0867,0.0536,-0.0326,0.1113,-0.2854,IWM,2859619584.0
ASLE,Aersale,9.27,0.0277,420054,878.0,11/8/2023,0.1348,-0.1274,0.0097,0.5668,1.4401,0.0905,IWM,490887616.0
SRG,Seritage Growth Props,9.53,-0.0021,326624,2278.0,11/8/2023,0.0526,0.1613,0.5352,0.5754,1.3818,-0.2864,VNQ,535315040.0
JAMF,Jamf Holding Corp.,20.21,0.0385,350925,51.0,11/8/2023,0.0822,-0.0105,-0.1319,-0.0223,0.3698,-0.3605,IWM,2418318592.0
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),18.18,0.0202,690744,480.0,11/8/2023,0.0459,0.0679,0.5267,0.1239,0.2518,0.0562,IWM,772790976.0
DDI,Doubledown Interactive Co. Ltd. - American Depository Shares,9.02,0.0022,18400,,11/8/2023,,-0.0136,,,,,,446972064.0
ECOR,Electrocore,7.35,0.0294,17487,,11/8/2023,,0.0276,,,,,,44090980.0
OBDC,Blue Owl Capital,14.74,0.0061,1725793,527.0,11/8/2023,0.0403,0.018,-0.0033,-0.3269,-0.3269,-0.3269,,5744663040.0
WHD,Cactus Class A,43.14,-0.0055,576481,27.0,11/8/2023,0.0604,0.0128,-0.1375,-0.1086,-0.0317,-0.1622,OIH - IWM,2818039808.0
MAPS,WM Technology - Class A,0.9198,-0.0215,405222,203.0,11/8/2023,0.1402,-0.0459,,0.3509,1.2764,-0.4976,,86351856.0
GRTS,Gritstone Bio,2.25,0.009,2186573,644.0,11/8/2023,0.0831,-0.0769,-0.011,0.1206,0.3077,-0.0455,IWM,214519648.0
GHLD,Guild Holdings Company Class A,14.75,0.0543,14201,,11/8/2023,,0.0391,,,,,,901178368.0
XENE,Xenon Pharmaceuticals - Common Shares,50.04,0.0386,572837,1144.0,11/8/2023,0.1025,-0.0669,-0.0074,0.0333,0.123,-0.0622,IBB,3766804736.0
ASMB,Assembly Biosciences,1.01,0.0359,1518632,68.0,11/8/2023,0.1013,-0.1248,,0.0159,0.2134,-0.1815,,66451332.0
CPSI,Cpsi,10.22,-0.0201,171617,25.0,11/8/2023,0.113,-0.1146,0.1878,0.4412,0.8953,-0.3674,IWM,148717968.0
CPRX,Catalyst Pharmaceuticals,13.64,0.0202,1323180,428.0,11/8/2023,0.1089,-0.0175,-0.4759,0.2691,1.4754,-0.2607,XBI - IWM,1603583872.0
PSNY,Polestar Automotive Holding Uk Limited - Class A Ads,1.72,0.0,2887252,2517.0,11/8/2023,0.1302,-0.0872,-0.2924,0.4582,1.9041,-0.5101,,3629454592.0
CERT,Certara,17.23,0.0219,575853,10.0,11/8/2023,0.0468,0.0136,0.3452,0.1691,0.5433,-0.2924,,2754125824.0
PIII,P3 Health Partners - Class A,1.1,0.0092,346313,,11/8/2023,,0.0611,,,,,IWM,126766200.0
ANVS,Annovis Bio,10.95,0.0101,239321,1666.0,11/8/2023,,0.0432,,,,,,112371856.0
EQ,Equillium,1.54,0.0132,201769,29.0,11/8/2023,0.122,-0.0472,-0.0721,0.0206,0.1165,-0.0639,,54083640.0
CSV,Carriage Servs,24.35,0.0348,115151,128.0,11/8/2023,0.0404,-0.0727,0.1295,0.2961,1.3734,-0.1948,IWM,364798560.0
LRFC,Logan Ridge Finance,22.38,0.0022,4681,,11/8/2023,,0.0264,,,,,,59887536.0
SUPN,Supernus Pharmaceuticals,27.91,0.0004,343651,30.0,11/8/2023,0.075,0.1114,0.425,-0.0327,0.5165,-0.4042,IWM,1523729664.0
KNTK,Kinetik Holdings Class A,32.84,0.0083,285984,79.0,11/8/2023,0.0512,-0.021,-0.1117,-0.0921,0.2606,-0.3088,IWM,1875002496.0
AQMS,Aqua Metals,0.5761,-0.0033,292794,30.0,11/8/2023,0.1041,0.0211,,0.0162,0.0369,-0.0046,,62063428.0
HLTH,Cue Health,0.2525,0.0141,778726,10.0,11/8/2023,0.1579,-0.0037,0.1987,-0.1883,-0.1501,-0.2264,,39044604.0
AVIR,Atea Pharmaceuticals,4.26,0.0,429033,104.0,11/8/2023,0.0655,-0.0912,-0.1941,-0.0156,0.1777,-0.1591,IBB - IWM,355281376.0
SCPH,Scpharmaceuticals,5.38,0.0528,310206,103.0,11/8/2023,0.1623,-0.0874,-0.3455,-0.0475,0.2808,-0.5402,IWM,192910880.0
SILK,Silk Road Medical,16.73,0.006,1241390,637.0,11/8/2023,0.1354,-0.1096,-0.0715,0.0589,0.57,-0.3337,IWM,651558208.0
BNGO,Bionano Genomics,1.23,0.0424,1480029,417.0,11/8/2023,0.138,-0.0221,-0.2151,-0.1676,-0.0899,-0.3368,,47773620.0
ADMA,Adma Biologics,5.24,0.0135,2044700,404.0,11/8/2023,0.0486,0.058,-0.0845,0.0266,0.5854,-0.2587,IBB - XBI - IWM,1184070656.0
GRWG,Growgeneration Corp.,2.31,0.0043,786345,502.0,11/8/2023,0.1163,-0.1158,-0.1547,0.5554,1.2162,-0.4323,IWM,141629072.0
STKL,Sunopta,6.17,-0.0064,1070786,442.0,11/8/2023,0.1504,0.0964,-0.2815,0.0149,0.315,-0.516,IWM,713300800.0
VSTM,Verastem,13.22,-0.0171,86173,25.0,11/8/2023,0.1039,-0.0566,0.2657,-0.229,0.0518,-0.4794,,334035552.0
AUID,Authid,10.2,0.0355,14363,,11/8/2023,,-0.1111,,,,,,96389512.0
MXCT,Maxcyte,4.89,0.0082,929852,43.0,11/8/2023,0.0625,-0.0328,-0.0208,0.069,0.575,-0.4047,IBB - IWM,506137472.0
FATE,Fate Therapeutics,6.29,0.0295,2157292,97.0,11/8/2023,0.1182,-0.0858,0.3704,0.1815,0.9821,-0.2356,IWM,619957696.0
SOVO,Sovos Brands,22.26,0.0,1159723,379.0,11/8/2023,0.0238,0.0023,0.0597,0.0456,0.2116,-0.2229,IWM,2258397184.0
ORA,Ormat Technologies,65.07,0.0161,467060,366.0,11/8/2023,0.0739,0.0019,-0.2062,0.0163,0.3666,-0.3756,IWM,3927239936.0
UMH,Umh Properties,14.8,0.0061,387915,60.0,11/8/2023,0.0466,-0.0156,-0.1347,0.1208,1.1834,-0.5293,VNQ - IWM,982692480.0
VOXR,Vox Royalty Corp.,1.72,-0.0115,50609,,11/8/2023,,0.0253,,,,,,83945120.0
STR,Sitio Royalties Corp. Class A,20.97,-0.0024,489422,125.0,11/8/2023,0.0614,-0.0318,-0.2741,0.0442,0.2159,-0.1049,XOP - IWM,1714595072.0
ACNT,Ascent Industries Co.,9.97,0.0321,10437,8.0,11/8/2023,0.1035,0.0409,-0.0113,0.1002,0.724,-0.3384,,100951536.0
BLZE,Backblaze - Class A,9.11,0.0411,203332,82.0,11/8/2023,0.1284,-0.0527,-0.2398,0.2887,0.9989,-0.0955,,342536000.0
ZIP,Ziprecruiter Class A,14.58,0.0167,581374,871.0,11/8/2023,0.1262,0.0026,-0.2655,0.26,1.0687,-0.431,IWM,1440987776.0
BGSF,BGSF,10.44,0.0215,17961,9.0,11/8/2023,0.0552,0.0232,-0.0837,0.0341,0.1905,-0.1495,,113551912.0
VSTA,Vasta Platform Limited - Class A,4.01,0.0025,42919,,11/8/2023,,-0.0123,,,,,,338080928.0
SPNT,Siriuspoint Ltd. Common Shares,12.16,0.0296,552859,24.0,11/8/2023,0.0625,-0.0514,-0.1355,-0.0074,0.25,-0.2946,IWM,2037775104.0
HBM,Hudbay Minerals Ordinary Shares (Canada),5.14,-0.0115,1907701,165.0,11/8/2023,0.0618,-0.0333,0.0121,-0.0593,0.0143,-0.1252,,1793168640.0
ZD,Ziff Davis,67.4,0.0132,249129,14.0,11/8/2023,0.0627,-0.0075,-0.2486,0.0501,0.4847,-0.3885,IWM,3099372288.0
MCHX,Marchex - Class B,1.4,0.037,24793,42.0,11/8/2023,0.1356,0.0448,0.0097,-0.1036,0.0143,-0.3113,,60689596.0
HYLN,Hyliion Holdings Corp. Class A,1.12,0.0566,1835347,462.0,11/8/2023,0.1099,-0.0827,0.0781,-0.0715,0.0388,-0.1526,IWM,204724240.0
MATV,Mativ Holdings,12.07,0.0255,555742,1754.0,11/8/2023,0.0717,0.0379,0.216,0.0961,0.388,-0.4925,IWM,654202176.0
SANA,Sana Biotechnology,6.47,0.0503,2468663,436.0,11/8/2023,0.1249,-0.0105,-0.0512,-0.2301,-0.0058,-0.5576,IBB - XBI - IWM,1275451776.0
LGND,Ligand Pharmaceuticals,75.88,0.0062,99914,47.0,11/8/2023,0.0728,0.0461,-0.1058,0.0851,0.3369,-0.0517,IBB - IWM,1323040640.0
QNRX,Quoin Pharmaceuticals Ltd. - American Depositary Shares,3.36,0.003,27611,,11/8/2023,,-0.0826,,,,,,3317049.0
EE,Excelerate Energy Class A,13.94,-0.0029,188840,116.0,11/8/2023,0.0694,0.0786,0.0934,-0.043,0.196,-0.3554,IWM,365983104.0
NSYS,Nortech Systems,11.12,-0.0054,3438,,11/8/2023,,0.0994,,,,,,30437420.0
MRCC,Monroe Capital - Closed End,7.25,-0.0055,71076,32.0,11/8/2023,0.0453,0.0057,0.4035,0.1257,0.4353,-0.2508,,157080960.0
CENX,Century Aluminum Company,10.42,-0.0161,1362995,1956.0,11/8/2023,0.1025,0.0295,-0.0927,-0.0372,0.1328,-0.1018,XME - IWM,962015936.0
GPRK,Geopark Common Shares,8.51,-0.0082,314876,166.0,11/8/2023,0.0585,0.0815,0.0849,-0.1354,-0.0314,-0.3153,,490176000.0
PTMN,Portman Ridge Finance - Closed End,18.83,0.014,48633,26.0,11/8/2023,0.0634,-0.0213,0.6357,-0.1816,0.0341,-0.3842,,177888272.0
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),0.4609,0.0107,721774,,11/8/2023,,0.0111,,,,,,57984032.0
OR,Osisko Gold Royalties Common Shares,14.64,0.0,842134,281.0,11/8/2023,0.0404,0.0487,-0.0988,-0.0087,0.2688,-0.2439,,2710830336.0
ATRO,Astronics,18.33,0.0189,119882,70.0,11/8/2023,0.0955,-0.1341,0.7771,0.335,0.8782,-0.0568,IWM,622129024.0
CCAP,Crescent Capital Bdc,16.12,0.0056,96082,37.0,11/8/2023,0.0262,0.0068,-0.0405,-0.0266,0.2485,-0.1933,,597435264.0
CDRE,Cadre Hldgs,35.26,0.0194,164152,14.0,11/8/2023,0.0574,0.0792,0.3855,0.1683,0.7286,-0.1445,IWM,1325283456.0
PFIE,Profire Energy,1.46,0.0,424510,,11/8/2023,,0.0339,,,,,,69458856.0
BGS,B&G Foods,9.71,-0.0092,1200953,1320.0,11/8/2023,0.1583,0.0069,-0.5764,0.0264,0.9626,-0.4863,IWM,763443072.0
IPI,Intrepid Potash,18.62,0.0449,118393,240.0,11/8/2023,0.097,-0.0617,-0.2991,0.1787,0.5917,-0.3231,IWM,245012208.0
LFMD,Lifemd,5.93,0.0242,793175,375.0,11/8/2023,0.1436,-0.0489,0.3416,-0.0542,0.1092,-0.1907,,232475152.0
GNW,Genworth Finl,6.2,0.0181,2595639,1022.0,11/8/2023,0.0478,-0.0817,0.798,-0.0297,0.0869,-0.12,IWM,2796229120.0
AMPH,Amphastar Pharmaceuticals,55.61,0.0185,413531,138.0,11/8/2023,0.1335,0.1539,0.085,0.1475,0.3411,-0.3071,IWM,2664131072.0
ETNB,89Bio,8.45,0.0,1535686,729.0,11/8/2023,0.102,-0.0486,-0.1612,-0.0885,-0.0306,-0.1484,IBB - XBI - IWM,787591360.0
BCDA,Biocardia,0.41,0.0199,1887636,81.0,11/8/2023,0.131,-0.0575,,-0.2198,0.0363,-0.6532,,9683966.0
FRPH,FRP Holdings,61.0,0.0146,8948,,11/8/2023,,-0.0116,,,,,IWM,578103360.0
MDXH,Mdxhealth SA -,3.55,0.0028,68359,,11/8/2023,,0.0197,,,,,,96872720.0
SFL,SFL,11.93,-0.0033,682923,310.0,11/8/2023,0.0472,-0.0073,0.022,0.0486,0.1373,0.0052,IWM,1512273024.0
PAM,Pampa Energia S.A.,44.08,0.0164,189038,61.0,11/8/2023,0.0865,-0.0187,-0.0435,-0.0467,0.1818,-0.203,,2404123392.0
AY,Atlantica Sustainable Infrastructure PLC -,18.44,0.0022,727222,402.0,11/8/2023,0.0548,-0.0557,0.2407,-0.1156,0.0565,-0.2457,,2141866880.0
PAYO,Payoneer Global,5.03,0.0121,2321628,966.0,11/8/2023,0.1387,-0.021,-0.3046,0.0617,0.1,0.0427,IWM,1819896832.0
PLTK,Playtika Holding Corp.,7.35,0.0068,767228,106.0,11/8/2023,0.1159,-0.0783,-0.2243,-0.1815,0.0247,-0.336,,2699122688.0
KLTR,Kaltura,1.58,-0.0247,127797,632.0,11/8/2023,0.0821,0.0284,0.0877,0.093,0.395,-0.4032,IWM,223420848.0
NFE,New Fortress Energy - Class A,31.87,-0.0038,1291613,1203.0,11/8/2023,0.1003,0.1661,0.4959,-0.0576,0.3597,-0.2506,,6534312960.0
VFF,Village Farms Intl,0.79,-0.0063,428301,154.0,11/8/2023,0.1153,-0.0694,-0.2758,-0.0811,-0.0522,-0.1455,,87088728.0
AFCG,Afc Gamma,11.33,0.0,127927,71.0,11/8/2023,0.0757,-0.0145,-0.3073,0.0387,0.4948,-0.1861,IWM,231772592.0
STWD,Starwood Prop Trust,19.28,0.0084,2323532,2463.0,11/8/2023,0.045,0.0398,0.0917,-0.0194,0.201,-0.1304,IYR,6038996992.0
PEPG,Pepgen,14.66,-0.0285,98169,,11/8/2023,,-0.104,,,,,IWM,349106624.0
REFI,Chicago Atlantic Real Estate Finance,15.74,0.0,77736,30.0,11/8/2023,0.0512,0.0232,0.5394,0.1531,0.3153,-0.0395,IWM,286080640.0
BIGC,Bigcommerce Holdings,8.65,0.0225,593916,287.0,11/8/2023,0.1595,-0.1096,-0.1969,0.3149,0.9154,-0.4259,IWM,658176832.0
BXSL,Blackstone Secured Lending Common Shares Of Beneficial Interest,28.39,-0.0018,1055379,103.0,11/8/2023,0.0272,-0.0086,-0.0215,0.0394,0.2731,-0.1839,,5199682560.0
EVO,Evotec Se - American Depositary Shares Each Representing 1/2 Of One Ordinary Share,7.54,-0.0182,52101,,11/8/2023,,0.0655,,,,,,2668445952.0
CEVA,Ceva,21.64,0.0495,144393,16.0,11/8/2023,0.101,-0.0358,-0.2478,0.3265,0.7782,-0.4775,IWM,509862400.0
TBLA,Taboola.com Ltd. -,4.82,0.0169,1212276,522.0,11/8/2023,0.0847,0.1638,-0.0634,0.3932,1.1865,-0.057,,1437514368.0
GCMG,GCM Grosvenor - Class A,8.8,0.0115,158548,20.0,11/8/2023,0.0486,0.0213,0.5392,0.261,1.0684,-0.3552,IWM,378299328.0
NVCT,Nuvectis Pharma,6.69,-0.029,57403,,11/8/2023,,-0.0783,,,,,IWM,115914888.0
SID,Companhia Siderurgica Nacional S.A.,3.56,-0.0028,2180011,391.0,11/8/2023,0.045,-0.0117,0.4304,-0.0037,0.1083,-0.0724,,4720894464.0
COYA,Coya Therapeutics,7.01,0.0294,48394,,11/8/2023,,-0.001,,,,,,100949752.0
STIX,Semantix -,0.6546,0.0228,23500,,11/8/2023,,-0.088,,,,,,51349456.0
ODP,Odp,53.79,0.0246,243387,42.0,11/8/2023,0.0683,-0.055,0.1065,-0.0941,0.0873,-0.2221,XRT - IWM,2010566912.0
AVDL,Avadel Pharmaceuticals PLC - American Depositary Shares Each Representing One Ordinary Share,14.42,-0.019,797211,1060.0,11/8/2023,0.173,0.119,-0.1312,-0.2078,-0.0109,-0.6296,,1294997632.0
DIBS,1Stdibs.com,4.48,-0.0044,91389,36.0,11/8/2023,0.0804,0.0541,0.2249,0.0688,0.6452,-0.1762,,174409840.0
CGEM,Cullinan Oncology,18.7,0.0395,237937,66.0,11/8/2023,0.0831,0.0081,-0.3848,0.0474,0.3588,-0.5108,IBB - IWM,799998016.0
STRR,Star Equity Hldgs,0.97,0.0146,56157,,11/8/2023,,-0.0191,,,,,,15351434.0
KNDI,Kandi Technologies Group,2.67,-0.0148,107143,98.0,11/8/2023,0.1003,0.003,-0.3729,-0.1528,0.1281,-0.4182,,233685888.0
EVRI,Everi Hldgs,10.94,0.0272,1087787,98.0,11/8/2023,0.0887,-0.0118,-0.3114,0.025,0.4995,-0.4076,IWM,936098240.0
PYPD,Polypid Ltd. -,6.92,0.0,6047,20.0,11/8/2023,0.1214,-0.013,,0.0325,0.4389,-0.378,,33196984.0
XPEL,Xpel,53.75,0.0213,212338,147.0,11/8/2023,0.1167,-0.0882,0.0444,0.0199,0.2133,-0.2785,IWM,1484177280.0
LFST,Lifestance Health Group,6.64,0.0263,1018795,855.0,11/8/2023,0.1562,-0.0613,-0.4831,0.4128,1.5581,-0.4971,IWM,2513953792.0
HLLY,Holley,4.98,0.0375,356168,55.0,11/8/2023,0.1185,-0.0735,0.0333,0.1549,0.8429,-0.2064,IWM,585016064.0
DCO,Ducommun,50.22,0.0129,89228,10.0,11/8/2023,0.0755,0.0451,0.3477,0.2686,0.4997,-0.0405,IWM,730422272.0
FOLD,Amicus Therapeutics,13.55,0.0165,2757110,959.0,11/8/2023,0.1274,-0.0299,-0.4235,0.0212,0.1887,-0.0467,IBB - XBI - IWM,3938537984.0
SHOO,Steven Madden Ltd.,41.75,0.0193,531735,76.0,11/8/2023,0.0711,-0.0015,-0.36,-0.1447,-0.02,-0.2435,IWM,3114892800.0
TNGX,Tango Therapeutics,12.41,0.0206,950783,25.0,11/8/2023,0.1215,0.0383,-0.3336,,,,IBB - IWM,1265692160.0
EDRY,Eurodry Ltd. - Common Shares,20.25,0.007,8884,,11/8/2023,,0.0054,,,,,,56415628.0
SEAS,Seaworld Entertainment,49.08,0.0149,763763,603.0,11/8/2023,0.0798,-0.0161,-0.3782,-0.2601,-0.1457,-0.3448,IWM,3139715328.0
VAXX,Vaxxinity - Class A,0.7,0.0,258823,,11/8/2023,,-0.0946,,,,,IWM,88721496.0
EWCZ,European Wax Center - Class A,14.29,-0.0021,557027,215.0,11/8/2023,0.0852,-0.1096,0.4482,0.1678,0.4589,-0.2774,IWM,716433728.0
GBLI,Global Indemnity Group Llc Class A Common (De),29.45,-0.0101,5415,,11/8/2023,,-0.0273,,,,,,398828096.0
MNDO,Mind C.T.I. Ltd. -,2.085,0.0072,23534,19.0,11/8/2023,0.0394,-0.0053,-0.2386,0.023,0.1454,-0.0771,,42035332.0
ANIP,Ani Pharmaceuticals,56.51,0.0107,142911,63.0,11/8/2023,0.0793,-0.1464,0.5971,0.1643,0.5118,-0.1324,IWM,1154311680.0
ICL,Icl Group Ltd.,4.51,-0.0088,963178,280.0,11/8/2023,0.0478,0.0437,-0.1291,-0.2221,-0.0161,-0.56,,5813814272.0
KRNT,Kornit Digital Ltd. -,17.8,0.0085,613298,341.0,11/8/2023,0.1492,-0.0042,-0.465,-0.0099,0.6276,-0.4209,,892060608.0
AVDX,Avidxchange Holdings,12.27,0.0302,1961538,663.0,11/8/2023,0.1207,0.1519,0.2675,-0.1346,0.3524,-0.447,IWM,2492621056.0
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates Representing Assignments Of Limited Partnership Interests,16.74,0.0084,43558,41.0,11/8/2023,0.0424,-0.0072,-0.0712,0.1835,0.5454,-0.1448,,383795808.0
HLMN,Hillman Solns,9.04,0.0067,994958,22.0,11/8/2023,0.0507,0.0333,0.198,-0.1681,0.0684,-0.6067,IWM,1761923200.0
TPB,Turning Point Brands,22.79,-0.0078,117072,23.0,11/8/2023,0.0916,0.0464,-0.1223,-0.0972,0.1025,-0.416,IWM,401207264.0
BEAM,Beam Therapeutics,29.05,0.0334,1323161,585.0,11/8/2023,0.108,-0.0836,0.0454,-0.0728,0.1106,-0.1665,IBB - XBI - IWM,2367693056.0
EFC,Ellington Financial Common,12.0,0.0008,1110688,156.0,11/7/2023,0.0394,-0.0165,-0.2473,-0.0555,0.151,-0.2197,IWM,980460480.0
GMED,Globus Medical Class A,52.36,-0.0023,1227990,270.0,11/7/2023,0.0818,-0.0069,-0.1484,0.2551,1.0587,-0.2084,,7214852096.0
NKTR,Nektar Therapeutics,0.71,0.0365,1370894,144.0,11/7/2023,0.1209,-0.0876,-0.195,-0.2518,-0.0975,-0.483,,135447120.0
ZYME,Zymeworks,11.15,-0.0279,440210,148.0,11/7/2023,0.0777,-0.0366,-0.1655,-0.0497,0.1551,-0.1808,IBB - IWM,780522112.0
JANX,Janux Therapeutics,9.43,0.025,104779,11.0,11/7/2023,0.1526,0.0091,0.2825,0.0854,0.3341,-0.2265,IBB - IWM,435088960.0
SIGA,Siga Technologies,4.9,0.056,370396,368.0,11/7/2023,0.0574,-0.0659,0.3017,0.0818,0.2341,-0.0191,IWM,349212576.0
GWH,Ess Tech,0.9853,0.0482,1107378,223.0,11/7/2023,0.1443,-0.0938,,-0.0017,0.0169,-0.0142,IWM,170464784.0
TVTX,Travere Therapeutics,8.48,0.0217,1490229,386.0,11/7/2023,0.1693,-0.1184,-0.0887,0.0456,0.1324,0.0025,XBI,637236608.0
EGY,Vaalco Energy,4.18,-0.0118,739187,562.0,11/7/2023,0.0543,-0.0716,0.0769,0.1184,0.2773,-0.0339,XOP - IWM,439563776.0
RC,Ready Capital Corproation,9.03,0.0169,1162476,712.0,11/7/2023,0.0493,0.0121,-0.2832,0.0966,0.5766,-0.2858,IWM,1552905344.0
CAPL,Crossamerica Partners LP Common Units Representing Limited Partner Interests,22.34,-0.004,46323,57.0,11/7/2023,0.0435,-0.0019,-0.0163,0.2174,0.5489,-0.2342,,847868928.0
ACEL,Accel Entertainment,10.34,0.0127,273254,17.0,11/7/2023,0.0668,0.0571,-0.0866,-0.1092,0.0147,-0.2413,IWM,876865920.0
AMPL,Amplitude - Class A,14.14,0.0382,388454,94.0,11/7/2023,0.1384,-0.0592,-0.3973,-0.1159,0.1529,-0.2897,IWM,1683368448.0
PGNY,Progyny,40.44,0.0022,661751,278.0,11/7/2023,0.1061,-0.0778,-0.3084,-0.0762,0.3843,-0.2757,IWM,3875616768.0
PETQ,Petiq - Class A,17.85,0.0096,315842,231.0,11/7/2023,0.1404,-0.031,-0.4411,0.1718,1.3207,-0.3262,IWM,520904256.0
LZ,Legalzoom.com,10.62,0.0202,1141043,1222.0,11/7/2023,0.1213,0.0568,-0.4553,0.2304,0.8671,-0.22,IWM,1995859072.0
EML,Eastern Company,24.39,0.0037,8104,,11/7/2023,,0.0131,,,,,,151753984.0
IDAI,T Stamp - Class A,1.43,0.0288,69122,,11/7/2023,,-0.0607,,,,,,11819687.0
ANGI,Angi - Class A,2.47,0.0422,988169,187.0,11/7/2023,0.068,0.0602,,-0.0928,0.1431,-0.4174,,1252673408.0
ADTH,Adtheorent Holding Company,2.69,0.0113,153366,,11/7/2023,,-0.04,,,,,,237271312.0
NODK,Ni Holdings,13.7,0.0081,10825,,11/7/2023,,-0.0119,,,,,IWM,281885568.0
NATR,Natures Sunshine Products,17.69,-0.0073,66293,21.0,11/7/2023,0.0818,-0.0433,-0.1767,0.0391,0.09,-0.0045,IWM,353621152.0
MEG,Montrose Environmental Group,33.53,0.0182,194226,28.0,11/7/2023,0.0988,0.0332,-0.4772,0.2857,0.6383,-0.0103,IWM,1012210624.0
MYO,Myomo,3.68,0.0166,548485,7.0,11/7/2023,,0.0739,,,,,,102563144.0
AGO,Assured Guaranty Ltd.,82.23,0.0016,251067,172.0,11/7/2023,0.0523,0.0238,-0.4107,-0.1109,0.2054,-0.4987,,4708207616.0
CRCT,Cricut - Class A,5.23,-0.0169,562564,30.0,11/7/2023,0.1147,-0.0862,-0.1946,-0.2691,-0.0568,-0.3879,IWM,1146243456.0
MRC,MRC Global,10.69,-0.0074,555150,252.0,11/7/2023,0.1509,-0.0262,0.7153,0.0217,0.387,-0.2807,IWM,901187328.0
IAC,Iac,52.94,0.0065,570021,461.0,11/7/2023,0.0882,0.0,-0.4471,0.4595,1.4672,-0.2701,,4545161216.0
AEL,American Equity Investment Life Holding Company,55.52,0.0031,524971,11.0,11/7/2023,0.012,-0.0022,0.6119,0.2848,1.4677,-0.3708,IWM,4387458048.0
PWSC,Powerschool Holdings Class A,25.02,0.0175,537681,104.0,11/7/2023,0.1135,0.0155,-0.427,0.0922,0.3202,-0.3028,IWM,5052554240.0
CLAR,Clarus,6.17,0.0198,328017,329.0,11/7/2023,0.105,-0.1172,0.3324,0.1441,1.162,-0.308,IWM,235381856.0
BRDG,Bridge Investment Group Holdings Class A,9.19,-0.0182,363274,174.0,11/7/2023,0.0671,-0.0012,-0.0463,0.1051,0.6069,-0.1934,,369882720.0
RCUS,Arcus Biosciences,15.81,0.0394,744584,398.0,11/7/2023,0.143,-0.0267,-0.3195,-0.1578,0.0329,-0.2635,IBB - XBI - IWM,1183466624.0
SB,Safe Bulkers Common ($0.001 Par Value),4.17,0.0048,637984,872.0,11/7/2023,0.0436,0.0094,-0.0212,-0.0997,-0.0577,-0.1385,IWM,465356608.0
DOMA,Doma Holdings,4.35,0.014,18404,12.0,11/7/2023,0.1589,0.0657,-0.1714,-0.1153,-0.1153,-0.1153,VNQ,58450600.0
CIVI,Civitas Resources,61.74,-0.0076,1112474,388.0,11/7/2023,0.0536,-0.0554,0.1258,-0.1164,0.1638,-0.4202,XOP - IWM,6232986624.0
DAR,Darling Ingredients,41.58,0.0114,2107859,1301.0,11/7/2023,0.0799,-0.0162,-0.2688,0.2042,0.8678,-0.1164,,6634679296.0
UPWK,Upwork,14.46,0.0299,1876784,2006.0,11/7/2023,0.177,0.1052,-0.4186,0.3752,1.7907,-0.3039,IWM,1915600128.0
XPOF,Xponential Fitness Class A,11.19,0.0557,611844,630.0,11/7/2023,0.1466,-0.0667,-0.3047,-0.1893,0.203,-0.3608,IWM,345670720.0
BLND,Blend Labs Class A,2.77,0.0147,1019516,233.0,11/7/2023,0.1223,-0.0743,,0.4321,0.6587,0.2054,,687510912.0
EOLS,Evolus,13.7,0.0254,643820,352.0,11/7/2023,0.1062,0.0817,0.1069,-0.1501,0.0243,-0.3509,IWM,791321856.0
DAVE,Dave  - Class A,20.67,0.0278,39851,,11/7/2023,,0.0289,,0.0598,0.0598,0.0598,,247725824.0
KIND,Nextdoor Holdings Class A,1.7,0.018,1537417,336.0,11/7/2023,0.1482,-0.1703,0.1091,0.0987,0.4951,-0.3271,IWM,654717312.0
SNCR,Synchronoss Technologies,6.2,0.0211,253933,103.0,11/7/2023,0.1717,-0.1628,,,,,,64298648.0
WEYS,Weyco Group,32.62,0.0162,16034,,11/7/2023,,0.0129,,,,,IWM,310570560.0
FTK,Flotek Industries,2.99,0.0136,48607,45.0,11/7/2023,0.1001,-0.1127,0.2933,0.0454,0.2431,-0.0544,,88691656.0
FTEK,Fuel Tech,1.17,0.0086,49927,24.0,11/7/2023,0.1002,0.07,0.134,-0.1021,0.2582,-0.4226,,35550800.0
HCKT,Hackett Group,23.36,0.0113,75428,18.0,11/7/2023,0.064,-0.0827,0.7822,0.0679,0.3859,-0.3813,IWM,635781184.0
RXT,Rackspace Technology,1.67,0.0503,1148443,347.0,11/7/2023,0.1684,-0.0179,-0.018,0.0032,0.7723,-0.3226,IWM,361399520.0
GPMT,Granite Point Mortgage Trust,5.18,-0.0038,407553,152.0,11/7/2023,0.0709,-0.0085,-0.2202,0.1812,0.9206,-0.0753,IWM,267173200.0
VOR,Vor Biopharma,2.22,-0.0348,141676,50.0,11/7/2023,0.165,-0.0653,-0.061,0.4515,1.7186,-0.0409,IWM,150528624.0
JRVR,James River Gr Hldgs,9.49,0.0544,926728,137.0,11/7/2023,0.0848,-0.07,-0.1842,-0.1446,0.0375,-0.5667,IWM,357006400.0
